"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SBIN","N2","10-May-2018","      10598.04","      10600.01","      10600.01","      10600.01","      10600.01","      10600.01","      10600.01","          3","               31800.03","          1","          3","        100.00"
"SBIN","N5","10-May-2018","      10805.50","      10795.00","      10819.99","      10720.00","      10725.00","      10728.15","      10766.00","       1068","            11498084.32","        106","        925","         86.61"
"SBIN","N6","10-May-2018","      10630.00","      10606.10","      10606.10","      10606.00","      10606.00","      10606.06","      10606.06","          5","               53030.30","          2","          5","        100.00"
"SBIN","EQ","11-May-2018","        247.95","        247.60","        251.60","        246.05","        250.80","        250.35","        248.66","   11958589","          2973624794.30","      64606","    3453778","         28.88"
"SBIN","N2","11-May-2018","      10600.01","      10528.00","      10650.00","      10520.00","      10630.00","      10629.00","      10577.18","         20","              211543.56","         12","         11","         55.00"
"SBIN","N5","11-May-2018","      10728.15","      10760.00","      10785.00","      10702.00","      10724.00","      10724.34","      10736.94","       1377","            14784760.29","        125","       1338","         97.17"
"SBIN","EQ","14-May-2018","        250.35","        249.95","        255.80","        248.15","        252.40","        253.60","        253.57","   18673849","          4735131637.30","      97405","    6744179","         36.12"
"SBIN","N2","14-May-2018","      10629.00","      10635.00","      10636.00","      10635.00","      10636.00","      10636.00","      10635.29","          7","               74447.00","          3","          7","        100.00"
"SBIN","N5","14-May-2018","      10724.34","      10735.00","      10760.00","      10716.10","      10722.00","      10719.82","      10731.60","       1357","            14562778.94","        126","       1187","         87.47"
"SBIN","N6","14-May-2018","      10606.06","      10610.00","      10610.00","      10606.00","      10606.00","      10606.00","      10608.00","          4","               42432.00","          3","          4","        100.00"
"SBIN","EQ","15-May-2018","        253.60","        253.00","        257.45","        245.90","        246.55","        248.00","        252.61","   18026861","          4553828068.85","     114730","    4624572","         25.65"
"SBIN","N5","15-May-2018","      10719.82","      10720.00","      10734.00","      10703.00","      10724.93","      10720.82","      10713.57","       1201","            12866999.81","        145","       1021","         85.01"
"SBIN","N6","15-May-2018","      10606.00","      10602.00","      10602.00","      10600.00","      10600.00","      10600.00","      10601.00","         10","              106010.00","          2","         10","        100.00"
"SBIN","EQ","16-May-2018","        248.00","        245.50","        248.70","        240.60","        242.90","        243.10","        244.20","   17222004","          4205592220.35","     103543","    3022936","         17.55"
"SBIN","N5","16-May-2018","      10720.82","      10716.01","      10749.00","      10712.00","      10730.00","      10734.58","      10734.23","        415","             4454707.04","         64","        405","         97.59"
"SBIN","N6","16-May-2018","      10600.00","      10602.50","      10602.50","      10599.00","      10599.00","      10599.00","      10600.17","         30","              318005.00","          2","         30","        100.00"
"SBIN","EQ","17-May-2018","        243.10","        244.20","        246.00","        241.15","        242.55","        242.70","        244.10","   11721064","          2861108093.20","      73063","    2745560","         23.42"
"SBIN","N2","17-May-2018","      10636.00","      10660.00","      10730.00","      10650.00","      10700.00","      10711.66","      10685.00","         12","              128220.00","          6","         10","         83.33"
"SBIN","N5","17-May-2018","      10734.58","      10755.00","      10795.00","      10735.00","      10735.00","      10759.32","      10765.55","        385","             4144734.89","         72","        384","         99.74"
"SBIN","EQ","18-May-2018","        242.70","        243.00","        244.00","        237.85","        239.60","        238.85","        240.29","   11873041","          2852923901.75","     110146","    3511677","         29.58"
"SBIN","N2","18-May-2018","      10711.66","      10600.01","      10615.00","      10551.00","      10551.00","      10557.70","      10569.03","         20","              211380.57","         11","         20","        100.00"
"SBIN","N5","18-May-2018","      10759.32","      10731.00","      10785.00","      10731.00","      10760.00","      10768.56","      10769.07","        251","             2703037.00","         30","        251","        100.00"
"SBIN","EQ","21-May-2018","        238.85","        243.55","        245.75","        240.30","        244.50","        244.45","        243.18","   18780730","          4567025698.10","     112369","    3998617","         21.29"
"SBIN","N2","21-May-2018","      10557.70","      10624.99","      10624.99","      10565.00","      10568.00","      10568.00","      10586.00","          3","               31757.99","          3","          3","        100.00"
"SBIN","N5","21-May-2018","      10768.56","      10780.00","      10794.70","      10770.00","      10770.00","      10776.94","      10782.26","        776","             8367030.50","         88","        776","        100.00"
"SBIN","N6","21-May-2018","      10599.00","      10600.00","      10600.00","      10591.00","      10591.00","      10591.00","      10597.00","          3","               31791.00","          2","          3","        100.00"
"SBIN","EQ","22-May-2018","        244.45","        243.65","        259.70","        241.00","        255.70","        253.90","        250.57","   68713602","         17217750570.45","     363023","   14085733","         20.50"
"SBIN","N2","22-May-2018","      10568.00","      10570.05","      10570.05","      10530.25","      10530.25","      10567.22","      10567.23","         39","              412121.80","          7","         39","        100.00"
"SBIN","N5","22-May-2018","      10776.94","      10799.50","      10848.00","      10742.00","      10742.00","      10758.05","      10777.51","        933","            10055416.41","         99","        867","         92.93"
"SBIN","N6","22-May-2018","      10591.00","      10601.25","      10601.25","      10580.00","      10580.00","      10580.00","      10592.42","         43","              455474.00","          9","         36","         83.72"
"SBIN","EQ","23-May-2018","        253.90","        254.65","        269.75","        254.30","        263.45","        263.20","        265.25","   71202072","         18886291768.45","     422897","   19887271","         27.93"
"SBIN","N2","23-May-2018","      10567.22","      10575.00","      10580.00","      10575.00","      10580.00","      10580.00","      10577.06","         17","              179810.00","          4","         17","        100.00"
"SBIN","N5","23-May-2018","      10758.05","      10800.00","      10847.99","      10775.00","      10806.00","      10814.51","      10806.27","        939","            10147087.20","         94","        894","         95.21"
"SBIN","N6","23-May-2018","      10580.00","      10550.00","      10550.00","      10540.00","      10540.00","      10542.80","      10542.80","         75","              790710.00","          7","         55","         73.33"
